#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GNA11	GNA13	9606.ENSP00000078429	9606.ENSP00000400717	0	0	0	0.920	0.062	0.391	0.540	0.823	0.732
GNA11	GNA14	9606.ENSP00000078429	9606.ENSP00000365807	0	0	0	0.981	0	0	0.900	0.569	0.901
GNA11	GNA15	9606.ENSP00000078429	9606.ENSP00000262958	0	0	0	0.955	0	0	0.900	0.552	0.902
GNA11	MAPK8	9606.ENSP00000078429	9606.ENSP00000378974	0	0	0	0	0.059	0	0.900	0.090	0.906
GNA11	GNAZ	9606.ENSP00000078429	9606.ENSP00000478892	0	0	0	0.920	0.062	0.143	0.900	0.465	0.915
GNA11	MAPK14	9606.ENSP00000078429	9606.ENSP00000229795	0	0	0	0	0.078	0.195	0.900	0.137	0.927
GNA11	GNAI3	9606.ENSP00000078429	9606.ENSP00000358867	0	0	0	0.935	0.062	0.315	0.900	0.602	0.932
GNA11	GNAI1	9606.ENSP00000078429	9606.ENSP00000343027	0	0	0	0.937	0.062	0.315	0.900	0.617	0.932
GNA11	S1PR2	9606.ENSP00000078429	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.379	0.935
GNA11	GNAQ	9606.ENSP00000078429	9606.ENSP00000286548	0	0	0	0.984	0	0.394	0.900	0.870	0.937
GNA11	GNAO1	9606.ENSP00000078429	9606.ENSP00000262494	0	0	0	0.938	0.062	0.369	0.900	0.615	0.938
GNA11	GNAI2	9606.ENSP00000078429	9606.ENSP00000312999	0	0	0	0.936	0.062	0.385	0.900	0.634	0.939
GNA12	GNA13	9606.ENSP00000275364	9606.ENSP00000400717	0	0	0	0.964	0	0.213	0.900	0.849	0.920
GNA12	GNAQ	9606.ENSP00000275364	9606.ENSP00000286548	0	0	0	0.917	0.062	0.243	0.900	0.849	0.928
GNA12	RHOA	9606.ENSP00000275364	9606.ENSP00000400175	0	0	0	0	0.052	0.247	0.900	0.430	0.953
GNA12	S1PR2	9606.ENSP00000275364	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.702	0.968
GNA13	GNAO1	9606.ENSP00000400717	9606.ENSP00000262494	0	0	0	0.910	0.062	0.368	0.540	0.521	0.716
GNA13	GNAQ	9606.ENSP00000400717	9606.ENSP00000286548	0	0	0	0.924	0.062	0.389	0.900	0.828	0.941
GNA13	GNAI2	9606.ENSP00000400717	9606.ENSP00000312999	0	0	0	0.901	0.062	0.363	0.540	0.592	0.718
GNA13	RHOA	9606.ENSP00000400717	9606.ENSP00000400175	0	0	0	0	0	0.247	0.900	0.500	0.959
GNA13	S1PR2	9606.ENSP00000400717	9606.ENSP00000466933	0	0	0	0	0	0.213	0.900	0.563	0.962
GNA14	MAPK14	9606.ENSP00000365807	9606.ENSP00000229795	0	0	0	0	0.078	0.195	0.900	0.082	0.922
GNA14	GNAO1	9606.ENSP00000365807	9606.ENSP00000262494	0	0	0	0.944	0.062	0.143	0.900	0.383	0.914
GNA14	GNA15	9606.ENSP00000365807	9606.ENSP00000262958	0	0	0	0.952	0	0	0.900	0.746	0.903
GNA14	GNAQ	9606.ENSP00000365807	9606.ENSP00000286548	0	0	0	0.981	0	0	0.900	0.664	0.901
GNA14	GNAI2	9606.ENSP00000365807	9606.ENSP00000312999	0	0	0	0.938	0.062	0.143	0.900	0.411	0.914
GNA14	GNAI1	9606.ENSP00000365807	9606.ENSP00000343027	0	0	0	0.941	0.062	0.143	0.900	0.435	0.914
GNA14	GNAI3	9606.ENSP00000365807	9606.ENSP00000358867	0	0	0	0.938	0.062	0.143	0.900	0.313	0.914
GNA14	MAPK8	9606.ENSP00000365807	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0	0.900
GNA14	S1PR2	9606.ENSP00000365807	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.063	0.902
GNA14	GNAZ	9606.ENSP00000365807	9606.ENSP00000478892	0	0	0	0.924	0.062	0.143	0.900	0.374	0.914
GNA15	MAPK14	9606.ENSP00000262958	9606.ENSP00000229795	0	0	0	0	0.078	0.195	0.900	0.082	0.922
GNA15	GNAO1	9606.ENSP00000262958	9606.ENSP00000262494	0	0	0	0.913	0.062	0.143	0.900	0.521	0.916
GNA15	GNAQ	9606.ENSP00000262958	9606.ENSP00000286548	0	0	0	0.955	0	0	0.900	0.677	0.902
GNA15	S1PR2	9606.ENSP00000262958	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.153	0.911
GNA15	MAPK8	9606.ENSP00000262958	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.161	0.912
GNA15	GNAI3	9606.ENSP00000262958	9606.ENSP00000358867	0	0	0	0.913	0.062	0.143	0.900	0.389	0.915
GNA15	GNAZ	9606.ENSP00000262958	9606.ENSP00000478892	0	0	0	0.901	0.062	0.143	0.900	0.417	0.915
GNA15	GNAI1	9606.ENSP00000262958	9606.ENSP00000343027	0	0	0	0.915	0.062	0.143	0.900	0.498	0.916
GNA15	GNAI2	9606.ENSP00000262958	9606.ENSP00000312999	0	0	0	0.912	0.085	0.143	0.900	0.533	0.918
GNAI1	MAPK1	9606.ENSP00000343027	9606.ENSP00000215832	0	0	0	0	0.078	0.254	0.900	0.232	0.940
GNAI1	MAPK14	9606.ENSP00000343027	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.143	0.932
GNAI1	GNAO1	9606.ENSP00000343027	9606.ENSP00000262494	0	0	0	0.974	0.085	0.680	0.900	0.670	0.968
GNAI1	MAPK3	9606.ENSP00000343027	9606.ENSP00000263025	0	0	0	0	0.078	0.320	0.900	0.349	0.953
GNAI1	GNAQ	9606.ENSP00000343027	9606.ENSP00000286548	0	0	0	0.942	0.085	0.260	0.900	0.817	0.929
GNAI1	GNAI2	9606.ENSP00000343027	9606.ENSP00000312999	0	0	0	0.983	0	0.860	0.900	0.771	0.985
GNAI1	GNAZ	9606.ENSP00000343027	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.584	0.901
GNAI1	MAPK8	9606.ENSP00000343027	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.099	0.906
GNAI1	S1PR2	9606.ENSP00000343027	9606.ENSP00000466933	0	0	0	0	0.054	0.213	0.900	0.136	0.927
GNAI1	RHOA	9606.ENSP00000343027	9606.ENSP00000400175	0	0	0	0	0.067	0.247	0.900	0.236	0.939
GNAI1	GNAI3	9606.ENSP00000343027	9606.ENSP00000358867	0	0	0	0.986	0	0.870	0.900	0.654	0.986
GNAI2	MAPK1	9606.ENSP00000312999	9606.ENSP00000215832	0	0	0	0	0.082	0.262	0.900	0.230	0.940
GNAI2	MAPK14	9606.ENSP00000312999	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.145	0.932
GNAI2	GNAO1	9606.ENSP00000312999	9606.ENSP00000262494	0	0	0	0.973	0	0.688	0.900	0.753	0.968
GNAI2	MAPK3	9606.ENSP00000312999	9606.ENSP00000263025	0	0	0	0	0.149	0.369	0.900	0.201	0.951
GNAI2	GNAQ	9606.ENSP00000312999	9606.ENSP00000286548	0	0	0	0.937	0.068	0.369	0.900	0.671	0.938
GNAI2	GNAZ	9606.ENSP00000312999	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.562	0.901
GNAI2	MAPK8	9606.ENSP00000312999	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.099	0.906
GNAI2	S1PR2	9606.ENSP00000312999	9606.ENSP00000466933	0	0	0	0	0.062	0	0.900	0.196	0.918
GNAI2	RHOA	9606.ENSP00000312999	9606.ENSP00000400175	0	0	0	0	0.140	0.247	0.900	0.264	0.946
GNAI2	GNAI3	9606.ENSP00000312999	9606.ENSP00000358867	0	0	0	0.983	0.057	0.885	0.900	0.832	0.988
GNAI3	MAPK1	9606.ENSP00000358867	9606.ENSP00000215832	0	0	0	0	0.078	0.254	0.900	0.171	0.935
GNAI3	MAPK14	9606.ENSP00000358867	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.191	0.936
GNAI3	GNAO1	9606.ENSP00000358867	9606.ENSP00000262494	0	0	0	0.973	0.062	0.468	0.900	0.538	0.946
GNAI3	MAPK3	9606.ENSP00000358867	9606.ENSP00000263025	0	0	0	0	0.078	0.320	0.900	0.142	0.939
GNAI3	GNAQ	9606.ENSP00000358867	9606.ENSP00000286548	0	0	0	0.939	0.062	0.260	0.900	0.722	0.927
GNAI3	GNAZ	9606.ENSP00000358867	9606.ENSP00000478892	0	0	0	0.970	0	0	0.900	0.475	0.901
GNAI3	S1PR2	9606.ENSP00000358867	9606.ENSP00000466933	0	0	0	0	0.054	0	0.900	0.118	0.909
GNAI3	MAPK8	9606.ENSP00000358867	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.137	0.910
GNAI3	RHOA	9606.ENSP00000358867	9606.ENSP00000400175	0	0	0	0	0.116	0.247	0.900	0.147	0.935
GNAO1	MAPK1	9606.ENSP00000262494	9606.ENSP00000215832	0	0	0	0	0.078	0.247	0.900	0.239	0.940
GNAO1	MAPK14	9606.ENSP00000262494	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.158	0.933
GNAO1	S1PR2	9606.ENSP00000262494	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.148	0.911
GNAO1	MAPK8	9606.ENSP00000262494	9606.ENSP00000378974	0	0	0	0	0.051	0	0.900	0.159	0.913
GNAO1	GNAZ	9606.ENSP00000262494	9606.ENSP00000478892	0	0	0	0.959	0.152	0	0.900	0.676	0.914
GNAO1	GNAQ	9606.ENSP00000262494	9606.ENSP00000286548	0	0	0	0.940	0.062	0.368	0.900	0.911	0.939
GNAO1	MAPK3	9606.ENSP00000262494	9606.ENSP00000263025	0	0	0	0	0.078	0.247	0.900	0.322	0.946
GNAO1	RHOA	9606.ENSP00000262494	9606.ENSP00000400175	0	0	0	0	0.063	0.247	0.900	0.399	0.951
GNAQ	MAPK14	9606.ENSP00000286548	9606.ENSP00000229795	0	0	0	0	0.078	0.195	0.900	0.257	0.937
GNAQ	MAPK3	9606.ENSP00000286548	9606.ENSP00000263025	0	0	0	0	0.078	0.195	0	0.642	0.711
GNAQ	RHOA	9606.ENSP00000286548	9606.ENSP00000400175	0	0	0	0	0.062	0.167	0	0.814	0.842
GNAQ	GNAZ	9606.ENSP00000286548	9606.ENSP00000478892	0	0	0	0.923	0.062	0.143	0.900	0.393	0.915
GNAQ	MAPK8	9606.ENSP00000286548	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.258	0.922
GNAQ	S1PR2	9606.ENSP00000286548	9606.ENSP00000466933	0	0	0	0	0	0.370	0.900	0.877	0.991
GNAZ	MAPK1	9606.ENSP00000478892	9606.ENSP00000215832	0	0	0	0	0.078	0.247	0.900	0.137	0.932
GNAZ	MAPK14	9606.ENSP00000478892	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.137	0.932
GNAZ	MAPK3	9606.ENSP00000478892	9606.ENSP00000263025	0	0	0	0	0.078	0.247	0.900	0.137	0.932
GNAZ	MAPK8	9606.ENSP00000478892	9606.ENSP00000378974	0	0	0	0	0.065	0	0.900	0	0.902
GNAZ	RHOA	9606.ENSP00000478892	9606.ENSP00000400175	0	0	0	0	0	0.247	0.900	0.083	0.924
GNAZ	S1PR2	9606.ENSP00000478892	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.077	0.903
MAPK1	SPHK1	9606.ENSP00000215832	9606.ENSP00000313681	0	0	0	0	0.049	0.057	0.800	0.090	0.814
MAPK1	SPHK2	9606.ENSP00000215832	9606.ENSP00000245222	0	0	0	0	0.062	0.057	0.800	0.083	0.816
MAPK1	S1PR2	9606.ENSP00000215832	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.072	0.903
MAPK1	MAPK8	9606.ENSP00000215832	9606.ENSP00000378974	0	0	0.386	0.886	0.081	0.225	0.900	0.735	0.931
MAPK1	RHOA	9606.ENSP00000215832	9606.ENSP00000400175	0	0	0	0	0.085	0.214	0.900	0.549	0.963
MAPK1	MAPK14	9606.ENSP00000215832	9606.ENSP00000229795	0	0	0.412	0.926	0.106	0.874	0.800	0.776	0.977
MAPK1	MAPK3	9606.ENSP00000215832	9606.ENSP00000263025	0	0	0.446	0.983	0	0.887	0.900	0.923	0.988
MAPK14	MAPK8	9606.ENSP00000229795	9606.ENSP00000378974	0	0	0.396	0.924	0.066	0.470	0.600	0.814	0.803
MAPK14	S1PR2	9606.ENSP00000229795	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.132	0.909
MAPK14	MAPK3	9606.ENSP00000229795	9606.ENSP00000263025	0	0	0.394	0.924	0.048	0.777	0.800	0.831	0.957
MAPK3	SPHK2	9606.ENSP00000263025	9606.ENSP00000245222	0	0	0	0	0.063	0.057	0.800	0.421	0.883
MAPK3	SPHK1	9606.ENSP00000263025	9606.ENSP00000313681	0	0	0	0	0.049	0.057	0.800	0.563	0.911
MAPK3	MAPK8	9606.ENSP00000263025	9606.ENSP00000378974	0	0	0.390	0.874	0.083	0.225	0.900	0.837	0.934
MAPK3	S1PR2	9606.ENSP00000263025	9606.ENSP00000466933	0	0	0	0	0.077	0	0.900	0.477	0.947
MAPK3	RHOA	9606.ENSP00000263025	9606.ENSP00000400175	0	0	0	0	0.062	0.214	0.900	0.718	0.976
MAPK8	S1PR2	9606.ENSP00000378974	9606.ENSP00000466933	0	0	0	0	0	0	0.900	0.211	0.917
MAPK8	RHOA	9606.ENSP00000378974	9606.ENSP00000400175	0	0	0	0	0.062	0.707	0.900	0.557	0.986
RHOA	RTN4	9606.ENSP00000400175	9606.ENSP00000337838	0	0	0	0	0.128	0.127	0.600	0.667	0.885
RHOA	S1PR2	9606.ENSP00000400175	9606.ENSP00000466933	0	0	0	0	0.049	0	0.900	0.594	0.958
RTN4	S1PR2	9606.ENSP00000337838	9606.ENSP00000466933	0	0	0	0	0	0.182	0	0.966	0.972
S1PR2	SPHK2	9606.ENSP00000466933	9606.ENSP00000245222	0	0	0	0	0	0	0	0.879	0.879
S1PR2	SPHK1	9606.ENSP00000466933	9606.ENSP00000313681	0	0	0	0	0	0	0	0.895	0.895
S1PR2	SPNS2	9606.ENSP00000466933	9606.ENSP00000333292	0	0	0	0	0	0	0	0.818	0.818
SPHK1	SPHK2	9606.ENSP00000313681	9606.ENSP00000245222	0	0	0	0.882	0	0	0.800	0.951	0.822
SPHK1	SPNS2	9606.ENSP00000313681	9606.ENSP00000333292	0.044	0	0	0	0	0	0	0.774	0.775
SPHK2	SPNS2	9606.ENSP00000245222	9606.ENSP00000333292	0.044	0	0	0	0.062	0	0	0.779	0.784
