#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT1	MAPK1	9606.ENSP00000451828	9606.ENSP00000215832	0	0	0.304	0.592	0.068	0.148	0.800	0.795	0.895
AKT1	GNAO1	9606.ENSP00000451828	9606.ENSP00000262494	0	0	0	0	0.053	0.159	0.900	0.328	0.939
AKT1	MAPK3	9606.ENSP00000451828	9606.ENSP00000263025	0	0	0.323	0.586	0.066	0.148	0.800	0.938	0.906
AKT1	GNAQ	9606.ENSP00000451828	9606.ENSP00000286548	0	0	0	0	0.062	0.159	0	0.791	0.821
AKT1	GNAI2	9606.ENSP00000451828	9606.ENSP00000312999	0	0	0	0	0.117	0.159	0.900	0.332	0.943
AKT1	GNAI1	9606.ENSP00000451828	9606.ENSP00000343027	0	0	0	0	0	0.159	0.900	0.195	0.926
AKT1	RAC1	9606.ENSP00000451828	9606.ENSP00000348461	0	0	0	0	0.063	0.345	0.900	0.771	0.984
AKT1	GNAI3	9606.ENSP00000451828	9606.ENSP00000358867	0	0	0	0	0	0.159	0.900	0.168	0.923
AKT1	SRC	9606.ENSP00000451828	9606.ENSP00000362680	0	0	0.391	0.562	0.098	0.683	0.900	0.986	0.985
AKT1	S1PR3	9606.ENSP00000451828	9606.ENSP00000365006	0	0	0	0	0	0	0.900	0.556	0.953
AKT1	CXCR4	9606.ENSP00000451828	9606.ENSP00000386884	0	0	0	0	0.062	0.056	0	0.710	0.721
AKT1	RHOA	9606.ENSP00000451828	9606.ENSP00000400175	0	0	0	0	0.062	0.140	0.900	0.945	0.995
AKT1	GNAZ	9606.ENSP00000451828	9606.ENSP00000478892	0	0	0	0	0	0.159	0.900	0.090	0.916
CXCR4	GNA11	9606.ENSP00000386884	9606.ENSP00000078429	0	0	0	0	0	0.151	0.800	0.733	0.950
CXCR4	GNAO1	9606.ENSP00000386884	9606.ENSP00000262494	0	0	0	0	0	0.151	0.900	0.197	0.925
CXCR4	GNA15	9606.ENSP00000386884	9606.ENSP00000262958	0	0	0	0	0.088	0.151	0.600	0.171	0.708
CXCR4	GNA12	9606.ENSP00000386884	9606.ENSP00000275364	0	0	0	0	0	0.151	0.800	0.614	0.928
CXCR4	GNAQ	9606.ENSP00000386884	9606.ENSP00000286548	0	0	0	0	0	0.151	0.900	0.966	0.996
CXCR4	GNAI2	9606.ENSP00000386884	9606.ENSP00000312999	0	0	0	0	0.062	0.151	0.900	0.300	0.936
CXCR4	GNAI1	9606.ENSP00000386884	9606.ENSP00000343027	0	0	0	0	0	0.549	0.900	0.136	0.957
CXCR4	RAC1	9606.ENSP00000386884	9606.ENSP00000348461	0	0	0	0	0.049	0.056	0.900	0.286	0.927
CXCR4	GNAI3	9606.ENSP00000386884	9606.ENSP00000358867	0	0	0	0	0	0.151	0.900	0.102	0.917
CXCR4	S1PR3	9606.ENSP00000386884	9606.ENSP00000365006	0	0	0	0	0.062	0	0.900	0.471	0.946
CXCR4	GNAZ	9606.ENSP00000386884	9606.ENSP00000478892	0	0	0	0	0	0.151	0.900	0.072	0.914
CXCR4	GNA13	9606.ENSP00000386884	9606.ENSP00000400717	0	0	0	0	0	0.523	0.900	0.331	0.965
GNA11	GNA13	9606.ENSP00000078429	9606.ENSP00000400717	0	0	0	0.920	0.062	0.391	0.540	0.823	0.732
GNA11	SRC	9606.ENSP00000078429	9606.ENSP00000362680	0	0	0	0	0.063	0.159	0.650	0.568	0.865
GNA11	GNA14	9606.ENSP00000078429	9606.ENSP00000365807	0	0	0	0.981	0	0	0.900	0.569	0.901
GNA11	GNA15	9606.ENSP00000078429	9606.ENSP00000262958	0	0	0	0.955	0	0	0.900	0.552	0.902
GNA11	GNAZ	9606.ENSP00000078429	9606.ENSP00000478892	0	0	0	0.920	0.062	0.143	0.900	0.465	0.915
GNA11	GNAI3	9606.ENSP00000078429	9606.ENSP00000358867	0	0	0	0.935	0.062	0.315	0.900	0.602	0.932
GNA11	GNAI1	9606.ENSP00000078429	9606.ENSP00000343027	0	0	0	0.937	0.062	0.315	0.900	0.617	0.932
GNA11	S1PR3	9606.ENSP00000078429	9606.ENSP00000365006	0	0	0	0	0	0	0.900	0.386	0.935
GNA11	GNAQ	9606.ENSP00000078429	9606.ENSP00000286548	0	0	0	0.984	0	0.394	0.900	0.870	0.937
