#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD4	STAT4	9606.ENSP00000011653	9606.ENSP00000376134	0	0	0	0	0.076	0	0	0.704	0.715
CD4	IL9	9606.ENSP00000011653	9606.ENSP00000274520	0	0	0	0	0	0	0	0.748	0.748
CD4	IL22	9606.ENSP00000011653	9606.ENSP00000442424	0	0	0	0	0	0	0	0.752	0.752
CD4	IL21R	9606.ENSP00000011653	9606.ENSP00000338010	0	0	0	0	0.230	0	0	0.697	0.757
CD4	STAT5B	9606.ENSP00000011653	9606.ENSP00000293328	0	0	0	0	0.062	0	0	0.755	0.760
CD4	IL2RG	9606.ENSP00000011653	9606.ENSP00000363318	0	0	0	0	0.183	0	0	0.722	0.764
CD4	STAT1	9606.ENSP00000011653	9606.ENSP00000354394	0	0	0	0	0.062	0	0	0.761	0.766
CD4	STAT5A	9606.ENSP00000011653	9606.ENSP00000341208	0	0	0	0	0.095	0	0	0.752	0.766
CD4	STAT3	9606.ENSP00000011653	9606.ENSP00000264657	0	0	0	0	0	0	0	0.793	0.793
CD4	IL21	9606.ENSP00000011653	9606.ENSP00000264497	0	0	0	0	0	0	0	0.799	0.799
CD4	CXCR5	9606.ENSP00000011653	9606.ENSP00000292174	0	0	0	0	0.064	0.056	0	0.839	0.845
CD4	IL7	9606.ENSP00000011653	9606.ENSP00000263851	0	0	0	0	0	0	0	0.867	0.867
CD4	IL15	9606.ENSP00000011653	9606.ENSP00000296545	0	0	0	0	0.087	0	0	0.862	0.868
CD4	IL2	9606.ENSP00000011653	9606.ENSP00000226730	0	0	0	0	0	0	0	0.918	0.918
CD4	IL4	9606.ENSP00000011653	9606.ENSP00000231449	0	0	0	0	0	0	0	0.923	0.923
CD4	IFNG	9606.ENSP00000011653	9606.ENSP00000229135	0	0	0	0	0.075	0	0	0.939	0.941
CD4	IL6	9606.ENSP00000011653	9606.ENSP00000385675	0	0	0	0	0	0	0	0.942	0.942
CD4	IL10	9606.ENSP00000011653	9606.ENSP00000412237	0	0	0	0	0	0	0	0.948	0.948
CXCR5	IL21R	9606.ENSP00000292174	9606.ENSP00000338010	0	0	0	0	0.382	0	0	0.676	0.791
IFNG	IL2	9606.ENSP00000229135	9606.ENSP00000226730	0	0	0	0	0.087	0	0	0.902	0.907
IFNG	IL21R	9606.ENSP00000229135	9606.ENSP00000338010	0	0	0	0	0.087	0	0.600	0.373	0.751
IFNG	IL9	9606.ENSP00000229135	9606.ENSP00000274520	0	0	0	0	0.062	0	0	0.747	0.753
IFNG	IL21	9606.ENSP00000229135	9606.ENSP00000264497	0	0	0	0	0.096	0	0	0.747	0.762
IFNG	IL7	9606.ENSP00000229135	9606.ENSP00000263851	0	0	0	0	0.062	0	0	0.767	0.772
IFNG	IL2RG	9606.ENSP00000229135	9606.ENSP00000363318	0	0	0	0	0.098	0	0.600	0.459	0.787
IFNG	STAT3	9606.ENSP00000229135	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.806	0.810
IFNG	IL15	9606.ENSP00000229135	9606.ENSP00000296545	0	0	0	0	0	0	0	0.813	0.813
IFNG	IL4	9606.ENSP00000229135	9606.ENSP00000231449	0	0	0	0	0	0	0	0.910	0.910
IFNG	IL6	9606.ENSP00000229135	9606.ENSP00000385675	0	0	0	0	0.066	0	0	0.942	0.943
IFNG	IL10	9606.ENSP00000229135	9606.ENSP00000412237	0	0	0	0	0.066	0	0	0.950	0.951
IFNG	STAT5A	9606.ENSP00000229135	9606.ENSP00000341208	0	0	0	0	0.062	0	0.900	0.627	0.962
IFNG	STAT4	9606.ENSP00000229135	9606.ENSP00000376134	0	0	0	0	0.096	0	0.900	0.670	0.967
IFNG	JAK1	9606.ENSP00000229135	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0.807	0.979
IFNG	STAT1	9606.ENSP00000229135	9606.ENSP00000354394	0	0	0	0	0.064	0	0.900	0.832	0.983
IL10	IL2	9606.ENSP00000412237	9606.ENSP00000226730	0	0	0	0	0	0	0	0.918	0.918
IL10	IL4	9606.ENSP00000412237	9606.ENSP00000231449	0	0	0	0	0	0	0	0.937	0.937
IL10	IL7	9606.ENSP00000412237	9606.ENSP00000263851	0	0	0	0	0	0	0	0.835	0.835
IL10	IL21	9606.ENSP00000412237	9606.ENSP00000264497	0	0	0	0	0.063	0	0	0.798	0.803
IL10	STAT3	9606.ENSP00000412237	9606.ENSP00000264657	0	0	0	0	0	0.345	0.600	0.946	0.984
IL10	IL9	9606.ENSP00000412237	9606.ENSP00000274520	0	0	0	0	0.062	0	0	0.846	0.849
IL10	IL15	9606.ENSP00000412237	9606.ENSP00000296545	0	0	0	0	0	0	0	0.859	0.859
IL10	IL21R	9606.ENSP00000412237	9606.ENSP00000338010	0	0	0	0	0.083	0	0.600	0.473	0.790
IL10	JAK1	9606.ENSP00000412237	9606.ENSP00000343204	0	0	0	0	0	0.060	0.900	0.836	0.983
