#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADRA1B	GNAQ	9606.ENSP00000306662	9606.ENSP00000286548	0	0	0	0	0	0.303	0.800	0.693	0.953
ADRA1B	CCR5	9606.ENSP00000306662	9606.ENSP00000292303	0	0	0	0.575	0	0	0.900	0.182	0.906
ADRA1B	CXCL12	9606.ENSP00000306662	9606.ENSP00000379140	0	0	0	0	0	0.076	0.900	0.120	0.911
ADRA1B	ARRB1	9606.ENSP00000306662	9606.ENSP00000409581	0	0	0	0	0	0.173	0.900	0.422	0.948
ADRA1B	CXCR4	9606.ENSP00000306662	9606.ENSP00000386884	0	0	0	0.609	0	0.670	0.900	0.724	0.975
ARRB1	GNAQ	9606.ENSP00000409581	9606.ENSP00000286548	0	0	0	0	0.069	0.320	0	0.726	0.812
ARRB1	CCR5	9606.ENSP00000409581	9606.ENSP00000292303	0	0	0	0	0.060	0.370	0.900	0.831	0.988
ARRB1	CXCL12	9606.ENSP00000409581	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.328	0.929
ARRB1	CXCR4	9606.ENSP00000409581	9606.ENSP00000386884	0	0	0	0	0.062	0.173	0.900	0.841	0.986
ARRB1	ARRB2	9606.ENSP00000409581	9606.ENSP00000403701	0	0	0	0.976	0.062	0.683	0.900	0.918	0.968
ARRB1	ITCH	9606.ENSP00000409581	9606.ENSP00000480499	0	0	0	0	0	0.542	0	0.980	0.991
ARRB2	GNAQ	9606.ENSP00000403701	9606.ENSP00000286548	0	0	0	0	0.053	0.062	0.900	0.678	0.967
ARRB2	CCR5	9606.ENSP00000403701	9606.ENSP00000292303	0	0	0	0	0.088	0.173	0.600	0.828	0.941
ARRB2	CXCL12	9606.ENSP00000403701	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.683	0.967
ARRB2	CXCR4	9606.ENSP00000403701	9606.ENSP00000386884	0	0	0	0	0.089	0.321	0.900	0.972	0.998
ARRB2	ITCH	9606.ENSP00000403701	9606.ENSP00000480499	0	0	0	0	0	0.594	0	0.355	0.727
CCR5	CD4	9606.ENSP00000292303	9606.ENSP00000011653	0	0	0	0	0.323	0.974	0	0.995	0.999
CCR5	STAT3	9606.ENSP00000292303	9606.ENSP00000264657	0	0	0	0	0	0.470	0.650	0.595	0.918
CCR5	ITIH4	9606.ENSP00000292303	9606.ENSP00000266041	0	0	0	0	0.076	0	0	0.989	0.989
CCR5	GNAQ	9606.ENSP00000292303	9606.ENSP00000286548	0	0	0	0	0	0.303	0.900	0.393	0.954
CCR5	CXCL14	9606.ENSP00000292303	9606.ENSP00000337065	0	0	0	0	0	0	0.600	0.346	0.727
CCR5	PTPRC	9606.ENSP00000292303	9606.ENSP00000411355	0	0	0	0	0.351	0	0	0.639	0.756
CCR5	JAK2	9606.ENSP00000292303	9606.ENSP00000371067	0	0	0	0	0.065	0.470	0.600	0.306	0.844
CCR5	SAG	9606.ENSP00000292303	9606.ENSP00000386444	0	0	0	0	0	0.173	0	0.900	0.914
CCR5	CXCR4	9606.ENSP00000292303	9606.ENSP00000386884	0	0	0	0.820	0.098	0.695	0.900	0.995	0.975
CCR5	CXCL12	9606.ENSP00000292303	9606.ENSP00000379140	0	0	0	0	0	0.076	0.900	0.865	0.986
CCR5	ERVW-1	9606.ENSP00000292303	9606.ENSP00000419945	0	0	0	0	0.063	0	0	0.989	0.989
CD4	STAT3	9606.ENSP00000011653	9606.ENSP00000264657	0	0	0	0	0	0	0	0.793	0.793
CD4	TLR2	9606.ENSP00000011653	9606.ENSP00000260010	0	0	0	0	0.141	0	0	0.785	0.808
CD4	CXCL12	9606.ENSP00000011653	9606.ENSP00000379140	0	0	0	0	0.062	0.213	0	0.814	0.851
CD4	ERVW-1	9606.ENSP00000011653	9606.ENSP00000419945	0	0	0	0	0	0	0	0.990	0.990
CD4	ITIH4	9606.ENSP00000011653	9606.ENSP00000266041	0	0	0	0	0.100	0	0	0.990	0.990
CD4	PTPRC	9606.ENSP00000011653	9606.ENSP00000411355	0	0	0	0	0.304	0.312	0.900	0.919	0.995
CD4	CXCR4	9606.ENSP00000011653	9606.ENSP00000386884	0	0	0	0	0.087	0.683	0.900	0.989	0.999
CD74	CXCR4	9606.ENSP00000009530	9606.ENSP00000386884	0	0	0	0	0.098	0.270	0	0.988	0.991
